Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Tipo de Atividade;Natureza Jurídica;Línguas;Especialidades
GUSTAVO HENRIQUE DE OLIVEIRA SILVA 02217574140;ARÁBICA CAFETERIA;26.199.464/0001-62;MICROEMPRESA;20/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;79390-000;MS;Bodoquena; - ;Sem Logradouro; - ;(67)3268-1549;arabica.cafeteria@outlook.com;arabica.cafeteria@outlook.com; - ;04/08/2017 10:36:13;04/08/2019 00:00:00;26.199.464/0001-62;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Empresário Individual; - ; - 
JEREMIAS SILVA DE SOUSA 05487356629;SPACEBAR E LANCHONETE;26.199.475/0001-42;MICROEMPRESA;20/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;39718-000;MG;Nacip Raydan; - ;AVENIDA DOUTOR ANTÔNIO DA CUNHA ;;(33)8870-6141;jeremy-usa@hotmail.com;jeremy-usa@hotmail.com; - ;14/11/2018 15:22:46;14/11/2020 15:22:46;26.199.475/0001-42;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário (Individual); - ;Brasileira
DIVINA MINAS CHALES E EVENTOS LTDA;DIVINA MINAS CHALES E EVENTOS;26.207.577/0001-62;MICROEMPRESA;21/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;37410-000;MG;Três Corações; - ;Sem Logradouro; - ;(35)9996-7296;rosanasonja@gmail.com;rosanasonja@gmail.com; - ;05/10/2017 09:52:43;05/10/2019 00:00:00;26.207.577/0001-62;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Espanhol|Inglês;Cozinha regional
MARCELO MAIA VIANA;CARIJO EMPORIO E CERVEJARIA ARTESANAL;26.208.936/0001-04;MICROEMPRESA;20/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;12450-000;SP;Santo Antônio do Pinhal; - ;estradas municipal francisca dos santos silva 4432;proximo a cachoeira do lageado;(12)8163-9795;CARIJOCERVEJARIA@GMAIL.COM;CARIJOCERVEJARIA@GMAIL.COM;https://www.facebook.com/carijoemporioecervejaria/;24/06/2019 14:29:24;24/06/2021 14:29:24;26.208.936/0001-04;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Alemã|Brasileira
L. A. FERREIRA BAR E SORVETERIA;BAR E SORVETERIA MORANGUINHO;26.210.244/0001-92;MICROEMPRESA;21/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;38660-000;MG;Buritis; - ;comercio;;(38)9990-3308;CONTATO@BURITISCONTABIL.COM.BR;leandro.moranguinhos@gmail.com; - ;21/12/2018 10:11:30;21/12/2020 10:11:30;26.210.244/0001-92;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Bar;Empresário (Individual);Português;Brasileira
WENDER PAULO DA SILVA 61664260110;CAFE COM FLORES CAFETERIA;26.228.146/0001-82;MICROEMPRESA;23/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;68181-010;PA;Itaituba;Aeroporto Velho;Marechal Rondon; - ;(93)3518-2995;wendersilva772@gmail.com;wendersilva772@gmail.com; - ;06/04/2018 13:25:01;06/04/2020 13:25:01;26.228.146/0001-82;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Cafeteria;Empresário Individual; - ;Cozinha regional|Brasileira
MARLUCIA F VIANA - RESTAURANTE NA TOCA DO COELHO;RESTAURANTE NA TOCA DO COELHO;26.229.358/0001-84;MICROEMPRESA;23/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;60020-060;CE;Fortaleza;Benfica;Marechal Deodoro 858;- até 863/864 ;(85)3267-8128;LUSO.CUMBUCO@GMAIL.COM;LUSO.CUMBUCO@GMAIL.COM;luso.cumbuco@gmail.com;29/06/2018 09:47:25;29/06/2020 09:47:25;26.229.358/0001-84;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Inglês|Espanhol;Cozinha regional
CLOVIS ANTONIO PEDROSO;PESQUEIRO, POUSADA QUIOSQUE DA PAMONHA;26.230.412/0001-01;MICROEMPRESA;23/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;19840-000;SP;Maracaí; - ;RODOVIA RAPOSO TAVARES;km 479;(18)3371-1203;mrassessoriacontabil@hotmail.com;mrassessoriacontabil@hotmail.com; - ;04/06/2019 09:55:28;04/06/2021 09:55:28;26.230.412/0001-01;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira|Cozinha regional
WELINGTON CALEGARI LEOPOLDINO 08026134702;BAR AVENIDA;26.239.151/0001-90;MICROEMPRESA;26/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;29745-000;ES;São Domingos do Norte; - ;Centro;;(27)3742-1208;welingtonc18@gmail.com;welingtonc18@gmail.com; - ;03/04/2019 15:37:40;03/04/2021 15:37:40;26.239.151/0001-90;5611-2/01 - RESTAURANTES E SIMILARES;Bar;Empresário Individual; - ;Brasileira
MICHELE CRISTINA DA SILVA OLIVEIRA 27975325899;CAFE DESCONCERTO;26.242.846/0001-21;MICROEMPRESA;27/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;28896-022;RJ;Rio das Ostras;Jardim Mariléa;Teresópolis; - ;(22)9907-3205;elianacontabeis@gmail.com;elianacontabeis@gmail.com; - ;03/10/2018 09:28:05;03/10/2020 09:28:05;26.242.846/0001-21;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Cafeteria;Empresário Individual; - ;Americana|Brasileira
C. DE JESUS SANTANA RESTAURANTE;CHURRASCARIA SABOR DA TERRA;26.243.476/0001-47;MICROEMPRESA;27/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;45445-000;BA;Camamu; - ;terreio ;;(73)8126-6816;RAECONTABIL@GMAIL.COM;RAECONTABIL@GMAIL.COM; - ;23/03/2018 16:10:52;23/03/2020 16:10:52;26.243.476/0001-47;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Restaurante;Empresário Individual; - ;Brasileira
ACAI GERIBA BETIM LTDA;ACAI GERIBA;26.243.564/0001-49;MICROEMPRESA;27/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;32600-045;MG;Betim;Centro;Amazonas;- de 801 a 999 - lado ímpar;(31)3471-2000;geribaacaibetim@gmail.com;CONTABILIDADEAMORIM@UOL.COM.BR;http://www.acaigeriba.com.br/;21/05/2019 17:31:46;21/05/2021 17:31:46;26.243.564/0001-49;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Sociedade Empresária Limitada;Inglês;Brasileira
BAR E LANCHONETE MOSQUINI LTDA;RESTAURANTE MOSQUINI;26.271.451/0001-57;MICROEMPRESA;30/09/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;29297-000;ES;Vargem Alta; - ;Rod. Es 164, Km 22;;(28)3525-1409;lanchonetemosquini@yahoo.com.br;lanchonetemosquini@yahoo.com.br; - ;16/04/2019 17:48:43;16/04/2021 17:48:43;26.271.451/0001-57;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Bar;Sociedade Empresária Limitada; - ;Brasileira
MARIA ALICE BARBOSA 07251331802;CANDINHA SALGADOS;26.290.746/0001-70;MICROEMPRESA;04/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;12630-000;SP;Cachoeira Paulista; - ;AV CEL DOMICIANO, 626 CENTRO;;(12)3103-1405;candinhasalgadoscp@gmail.com;candinhasalgadoscp@gmail.com; - ;27/06/2019 12:06:07;27/06/2021 12:06:07;26.290.746/0001-70;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário Individual; - ;Brasileira
NEW LAVILLE LTDA;NEW LAVILLE;26.298.019/0001-50;EMPRESA DE PEQUENO PORTE;05/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;68385-000;PA;Tucumã; - ;residencial la ville;;(94)9106-7519;LAVILLEACQUAPARKTUCUMA@GMAIL.COM;LAVILLEACQUAPARKTUCUMA@GMAIL.COM; - ;27/06/2019 15:30:14;27/06/2021 15:30:14;26.298.019/0001-50;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira|Cozinha regional
AREA 51 SNACK - BAR EIRELI;AREA 51 SNACK BAR;26.298.353/0001-03;MICROEMPRESA;05/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;88215-000;SC;Bombinhas; - ;Avenida Leopoldo Zarling, n°2526;;(54)8425-0424;wanesa.rosa@hotmail.com;wanesa.rosa@hotmail.com; - ;13/12/2018 16:18:23;13/12/2020 16:18:23;26.298.353/0001-03;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Bar;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Portuguesa|Cozinha regional
KL RESTAURANTES LTDA;RESTAURANTE CASA DE FAZENDA;26.304.138/0001-78;MICROEMPRESA;06/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;36570-081;MG;Viçosa;Centro;dos Estudantes;LJ 03;(31)3892-2930;contato.vicosa@casadefazendamg.com.br;contato.vicosa@casadefazendamg.com.br; - ;10/04/2019 11:23:13;10/04/2021 11:23:13;26.304.138/0001-78;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
DANILLO NICIOLI BERTUCCI 06991534684;DON ALVARO;26.304.643/0001-12;MICROEMPRESA;06/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;37590-000;MG;Jacutinga; - ;Sem Logradouro; - ;(35)3443-3607;betobertucci1@gmail.com;betobertucci1@gmail.com; - ;02/03/2018 11:31:36;02/03/2020 11:31:36;26.304.643/0001-12;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
BOI BRASIL CHURRASCARIA LTDA;BOI BRASIL CHURRASCARIA;26.319.260/0001-18;MICROEMPRESA;04/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;78300-000;MT;Tangará da Serra; - ;Sem Logradouro; - ;(65)3326-1009;morettorodas@ibest.com.br;morettorodas@ibest.com.br; - ;24/10/2018 17:49:21;24/10/2020 17:49:21;26.319.260/0001-18;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
HG COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;SEU COXINHA;26.323.459/0001-10;MICROEMPRESA;10/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;11701-000;SP;Praia Grande;Boqueirão;Presidente Costa e Silva;- até 621 - lado ímpar;(13)3034-1201;GILAPP@HOTMAIL.COM;GILAPP@HOTMAIL.COM; - ;22/05/2019 12:48:05;22/05/2021 12:48:05;26.323.459/0001-10;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
PATRICIA PINTO LEMOS;MAQUINA DO TEMPO PUB;26.324.930/0001-94;MICROEMPRESA;10/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;95480-000;RS;Cambará do Sul; - ;RUA DONA URSULA N°574;;(51)9971-6467;PPLEMOS@GMAIL.COM;PPLEMOS@GMAIL.COM;https://www.facebook.com/maquinadotempopub;19/06/2018 15:31:47;19/06/2020 15:31:47;26.324.930/0001-94;5611-2/01 - RESTAURANTES E SIMILARES;Bar;Empresário (Individual); - ;Brasileira
NATALIA BUZETTI CARDOSO LINS 10724855670;HOTEL FAZENDA BÚFALOS;26.328.259/0001-50;MICROEMPRESA;10/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;36800-000;MG;Carangola; - ;Sem Logradouro; - ;(32)3549-1181;hotelfazendabufalos@gmail.com;hotelfazendabufalos@gmail.com;www.hotelfazendabufalos.com;11/07/2017 14:38:25;11/07/2019 00:00:00;26.328.259/0001-50;5611-2/01 - RESTAURANTES E SIMILARES; - ;Empresário Individual; - ; - 
RECEPTIVO CROA MARES MARAGOGI LTDA;CROA MARES MARAGOGI;26.336.205/0001-36;MICROEMPRESA;11/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;57955-000;AL;Maragogi; - ;Sem Logradouro; - ;(82)3296-1506;thailles@hotmail.com;thailles@hotmail.com; - ;15/07/2019 11:14:14;15/07/2021 11:14:14;26.336.205/0001-36;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira|Cozinha regional
LAERTE PEREIRA DE MORAES;MERCEARIA PEREIRA;26.337.626/0001-81;MICROEMPRESA;10/01/1990;Em Operação;Restaurante, Cafeteria, Bar e Similares;35850-000;MG;Congonhas do Norte; - ;Sem Logradouro; - ;(31)3869-1014;laertep63@gmail.com;laertep63@gmail.com; - ;06/10/2017 14:43:20;06/10/2019 00:00:00;26.337.626/0001-81;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário (Individual); - ;Brasileira
MARIA DOS ANJOS MOREIRA SANTOS - COMERCIANTE;LANCHONETE MOREIRA;26.343.438/0001-66;MICROEMPRESA;13/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;39860-000;MG;Nanuque; - ;Rua poços de Caudas, 22- Centro;;(33)9149-0270;LANCHONETEMOREIRA@BOL.COM.BR;LANCHONETEMOREIRA@BOL.COM.BR; - ;14/06/2018 16:37:00;14/06/2020 16:37:00;26.343.438/0001-66;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
KARINA APARECIDA CARLOS 39360058858;RESTAURANTE POR DO SOL;26.343.656/0001-09;MICROEMPRESA;13/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;13710-000;SP;Tambaú; - ;Rua Carlos Guimarães, 35;;(19)3673-7260;canuto_turismo@hotmail.com;canuto_turismo@hotmail.com; - ;13/08/2018 15:43:36;13/08/2020 15:43:36;26.343.656/0001-09;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Cozinha regional|Brasileira
JOAO BATISTA NOBREGA DA CRUZ 96937718420;RESTAURANTE E POUSADA SEGREDO DA SERRA;26.354.694/0001-59;MICROEMPRESA;14/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;59318-000;RN;Serra Negra do Norte; - ;rua juvenal lamartine faria;80;(84)8139-0421;JBATISTANC@HOTMAIL.COM;JBATISTANC@HOTMAIL.COM;https://www.facebook.com/joao.raquel.1654;17/04/2019 11:35:11;17/04/2021 11:35:11;26.354.694/0001-59;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Cozinha regional
WANDERLEYA MARCULA DA SILVA 05490780452;BUTECO DO MEU BICHINHO;26.363.332/0001-24;MICROEMPRESA;17/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;56440-000;PE;Belém do São Francisco; - ;Rua Antônio de Sá Araújo;Bairro Centro;(87)9999-7405;vandinha.marcula@outlook.com;vandinha.marcula@outlook.com; - ;13/06/2019 08:39:45;13/06/2021 08:39:45;26.363.332/0001-24;5611-2/01 - RESTAURANTES E SIMILARES;Bar;Empresário Individual; - ;Brasileira
AUTO POSTO CENTRO QUIXABEIRA LTDA;AUTO POSTO CENTRO;26.365.493/0001-57;MICROEMPRESA;17/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;44713-000;BA;Quixabeira; - ;Av Cruzeiro do Sul 325;;(74)3651-0111;CONTABILIDADEVITTORIAVANIN@HOTMAIL.COM;CONTABILIDADEVITTORIAVANIN@HOTMAIL.COM; - ;25/04/2019 16:53:43;25/04/2021 16:53:43;26.365.493/0001-57;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Cafeteria;Sociedade Empresária Limitada;Português;Brasileira
ROSILEIA DOS SANTOS SALDANHA 87515369604;CANTINHO DO SABOR;26.365.788/0001-23;MICROEMPRESA;17/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;35450-000;MG;Itabirito; - ;Rua Eurico Rodrigues, 486 - Praia;;(31)9958-1261;rosileiasaldanha@bol.com.br;rosileiasaldanha@bol.com.br; - ;06/02/2019 09:07:09;06/02/2021 09:07:09;26.365.788/0001-23;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário Individual; - ;Brasileira
JOKA ALIMENTOS & BEBIDAS LTDA;EU,CHEFF.;26.372.760/0001-13;MICROEMPRESA;18/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;70257-540;DF;Brasília;Asa Sul;CLS 408 Bloco D, 11;loja;(61)3554-2636;contato@euchef.net;financeiro@euchef.net;http://euchef.net;18/06/2018 09:22:30;18/06/2020 09:22:30;26.372.760/0001-13;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Sociedade Empresária Limitada; - ;Brasileira|Francesa|Italiana
VINICIUS OLIVEIRA SANCHES EIRELI - ME;RESTAURANTE JULIFRAN;26.380.504/0001-78;MICROEMPRESA;19/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;79700-000;MS;Fátima do Sul; - ;Sem Logradouro; - ;(67)3467-3407;mercado.julifran@hotmail.com;mercado.julifran@hotmail.com; - ;28/11/2017 11:36:01;28/11/2019 00:00:00;26.380.504/0001-78;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Cozinha regional
ANGELA M BARON;MOQUEM;26.388.708/0001-55;EMPRESA DE PEQUENO PORTE;20/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;69057-015;AM;Manaus;Adrianópolis;Jornalista Umberto Calderaro Filho;- até 99997/99998;(92)3342-2042;CONTATO@moquemrestaurante.COM.BR;CONTATO@MOQUERESTAURANTE.COM.BR; - ;13/07/2018 15:19:29;13/07/2020 15:19:29;26.388.708/0001-55;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Cozinha regional|Brasileira
DANY HAMILTON SIMOES DINIZ 92274919968;LANCHONETE DANY BOY;26.390.613/0001-76;MICROEMPRESA;20/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;84290-000;PR;Sapopema; - ;R Joaquim Domingues Guerreiro 1601;;(41)8478-2389;jonasgodeny@yahoo.com.br;jonasgodeny@yahoo.com.br; - ;28/05/2018 10:34:33;28/05/2020 10:34:33;26.390.613/0001-76;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Bar;Empresário Individual; - ;Cozinha regional
MIRTA NOEMI BONIFACIO - FAZENDA MARIA DA FE;FAZNDA MARIA DA FE;26.393.162/0001-20;MICROEMPRESA;20/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;37517-000;MG;Maria da Fé; - ;Estrada da Capetinga s/num. ;Bairro Retiro;(11)9746-5220;MIRTABONI@HOTMAIL.COM;MIRTABONI@HOTMAIL.COM; - ;22/03/2019 15:20:58;22/03/2021 15:20:58;26.393.162/0001-20;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Cozinha regional
JARDINS VILLAGE HOSTEL EIRELI;JARDINS VILLAGE;26.393.690/0001-80;MICROEMPRESA;20/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;01412-000;SP;São Paulo;Cerqueira César;Augusta;- de 1682 a 2438 - lado par;(11)3061-5598;jvhostel@outlook.com;jvhostel@outlook.com;www.jvhostel.com.br;16/01/2019 12:52:00;16/01/2021 12:52:00;26.393.690/0001-80;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Bar;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Brasileira
AGRIDOCE BISTRO E POUSADA GOPAK EIRELI;AGRIDOCE BISTRO E POUSADA GOPAK;26.400.327/0001-44;MICROEMPRESA;21/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;88780-000;SC;Imbituba; - ;Rua Porto Novo;s/n;(48)3355-7471;heitor13lermen@gmail.com;heitor13lermen@gmail.com; - ;29/05/2018 14:27:35;29/05/2020 14:27:35;26.400.327/0001-44;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Espanhol|Inglês;Cozinha regional
TEREZA CRISTINA ALVES DA COSTA - ME;CORISCO BAR E RESTAURANTE;26.400.594/0001-11;MICROEMPRESA;21/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;58322-000;PB;Conde; - ;Sem Logradouro; - ;(83)9814-6480;coriscojacuma@gmail.com;coriscojacuma@gmail.com; - ;08/08/2017 11:34:08;08/08/2019 00:00:00;26.400.594/0001-11;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Espanhol;Cozinha regional
RAFAEL AUGUSTO PERES 05309371907;ESTACAO CAFE;26.411.161/0001-61;MICROEMPRESA;24/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;85888-000;PR;Ramilândia;Centro-Norte;Av. XXV de Julho;926;(45)9101-1546;rafaelperesp@bol.com.br;estacaocaferami@yahoo.com; - ;15/04/2019 14:03:24;15/04/2021 14:03:24;26.411.161/0001-61;5611-2/01 - RESTAURANTES E SIMILARES;Cafeteria;Empresário Individual; - ;Brasileira
F J SOARES COELHO;SUMUARA HOTEL E RESTAURANTE;26.418.088/0001-50;MICROEMPRESA;25/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;68270-000;PA;Oriximiná; - ;Sem Logradouro; - ;(93)9816-2300;soraipaschoal@yahoo.com.br;soraipaschoal@yahoo.com.br; - ;15/09/2017 11:47:53;15/09/2019 00:00:00;26.418.088/0001-50;5611-2/01 - RESTAURANTES E SIMILARES; - ;Empresário Individual;Espanhol; - 
ALCIDES BENEDITO DA SILVA - EIRELI;Fazenda São João - Morro do Gavião;26.418.670/0001-16;MICROEMPRESA;25/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;86410-000;PR;Ribeirão Claro; - ;Estrada Fazenda São João;;(43)9914-1351;RO-AL@UOL.COM.BR;RO-AL@UOL.COM.BR;http://www.morrodogaviao.com.br;14/12/2018 09:14:10;14/12/2020 09:14:10;26.418.670/0001-16;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Cozinha regional
MIRTTIZ GUGLIELMI BEZ FONTANA 77677110991;SABOR DO CAMPO;26.435.245/0001-35;MICROEMPRESA;27/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;88845-000;SC;Cocal do Sul; - ;Sem Logradouro; - ;(48)9985-9370;jcb2010pessoal@hotmail.com;jcb2010pessoal@hotmail.com; - ;16/11/2017 16:44:34;16/11/2019 00:00:00;26.435.245/0001-35;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Empresário Individual; - ; - 
JUCELIA DALPIAZ CARDOSO 70439958091;RECANTO BEIRA RIO;26.439.330/0001-71;MICROEMPRESA;27/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;95577-000;RS;Morrinhos do Sul; - ;RS 494;Pixirica;(51)9995-9609;fernandomengue@HOTMAIL.COM;fernandomengue@hotmail.com; - ;03/06/2019 10:29:41;03/06/2021 10:29:41;26.439.330/0001-71;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Alemã|Italiana|Brasileira
JULIANA SANTIELI RIBEIRO 08941638682;RANCHO 3 PEDRAS;26.442.250/0001-75;MICROEMPRESA;28/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;37605-000;MG;Córrego do Bom Jesus; - ;Estrada Córrego/Pereiras;Casa;(35)9983-9813;GOLDCONTABILCAMBUI@GMAIL.COM;jusantieli@gmail.com; - ;14/06/2018 14:39:05;14/06/2020 14:39:05;26.442.250/0001-75;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual;Português;Brasileira|Cozinha regional
ANDREA DRUMMOND DE SALES;COPAIBA BAR E RESTAURANTE;26.445.343/0001-53;MICROEMPRESA;28/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;35460-000;MG;Brumadinho; - ;Alameda Jacarandá, 190 Recanto da ALdeia, Casa Branca - Brumadinho;;(31)3575-3129;andrea.d.sales@gmail.com;andrea.d.sales@gmail.com;http://www.verdefolhas.com.br/;28/11/2018 12:00:23;28/11/2020 12:00:23;26.445.343/0001-53;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Espanhol|Português;Cozinha regional
TAMARIS SUARES MONTENEGRO 33028537850;SGM FABRICA DE CHURROS E PASTEIS;26.450.599/0001-59;MICROEMPRESA;31/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;89680-000;SC;Irani; - ;Avenida Gov. Ivo Silveira ;1509;(49)9927-8221;nevescontabilidade@yahoo.com.br;nevescontabilidade@yahoo.com.br; - ;22/05/2019 12:30:26;22/05/2021 12:30:26;26.450.599/0001-59;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário Individual; - ;Brasileira
DARLAN ALVES DOS SANTOS PEREIRA - ME;PANIFICADORA QUERO MAIS;26.451.043/0001-87;MICROEMPRESA;31/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;75695-000;GO;Rio Quente; - ;Sem Logradouro; - ;(64)9925-2445;wagner_bomviver@hotmail.com;wagner_bomviver@hotmail.com; - ;18/10/2017 10:31:08;18/10/2019 00:00:00;26.451.043/0001-87;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário (Individual); - ;Brasileira
MARCIO BATISTA DA FONSECA 30385124864;SABORES DO MUNDO - SORVETERIA & DOCERIA - FABRICA;26.458.228/0001-13;MICROEMPRESA;31/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;13350-000;SP;Elias Fausto; - ;Rua: Jacinto Bertelli - N. 73;;(19)3821-2178;sdm.carima@gmail.com;sdm.carima@gmail.com; - ;24/08/2018 12:09:12;24/08/2020 12:09:12;26.458.228/0001-13;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário Individual;Inglês;Italiana
CROISSANTERIE ALIMENTACAO LTDA;CROISSANTERIE;26.463.976/0001-94;MICROEMPRESA;17/01/1991;Em Operação;Restaurante, Cafeteria, Bar e Similares;70874-520;DF;Brasília;Asa Norte;CLN 215 Bloco B;Loja 21;(61)3965-7711;contato@croissanterie.com.br;contato@croissanterie.com.br;http://www.croissanterie.com.br;27/07/2018 14:17:52;27/07/2020 14:17:52;26.463.976/0001-94;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira|Francesa|Portuguesa
