Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Tipo de Atividade;Natureza Jurídica;Línguas;Especialidades
DETANIA MARIA DE OLIVEIRA 53478630568;SABOR NO PRATO;30.104.435/0001-47;MICROEMPRESA;04/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;49820-000;SE;Canindé de São Francisco; - ;Rodovia Prainha Beira Rio;Quiosque 10;(82)8180-9179;detaniacaninde@gmail.com;detaniacaninde@gmail.com; - ;17/05/2018 17:39:23;17/05/2020 17:39:23;30.104.435/0001-47;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário Individual; - ;Brasileira
ISIS APOLINARIO DOS SANTOS 06099660577;QUIOSQUE E RESTAURANTE DA RISOLENE;30.141.263/0001-81;MICROEMPRESA;09/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;49820-000;SE;Canindé de São Francisco; - ;Rua Jose Rodrigues da Silva;Quiosque 13 - Orla;(79)9848-8355;isisapolinariosantos@gmail.com;isisapolinariosantos@gmail.com; - ;12/05/2018 12:19:46;12/05/2020 12:19:46;30.141.263/0001-81;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário Individual; - ;Brasileira
JOSIANE ANGELO SOARES 06888246418;QUIOSQUE VELHO CHICO;30.143.272/0001-01;MICROEMPRESA;09/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;49820-000;SE;Canindé de São Francisco; - ;Rodovia Prainha Beira Rio;quiosque 12 - orla;(79)8816-0338;josianeangelo75@gmail.com;josianeangelo75@gmail.com; - ;24/05/2018 18:28:58;24/05/2020 18:28:58;30.143.272/0001-01;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário Individual; - ;Brasileira
CAMPOS FILHOS RESTAURANTE E LANCHONETE LTDA;PARMEGGIO;30.160.957/0001-66;MICROEMPRESA;10/04/2018;Em Implantação;Restaurante, Cafeteria, Bar e Similares;78040-365;MT;Cuiabá;Santa Rosa;Miguel Sutil;- lado par;(66)8111-9910;TATIANA_CBC@HOTMAIL.COM;TATIANA_CBC@HOTMAIL.COM; - ;06/08/2018 19:14:31;06/08/2020 19:14:31;30.160.957/0001-66;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
DANIELA FERNANDA AYRES DA SILVA 05015527900;ISLLA KITE STAGE TURISMO E BISTRO;30.162.538/0001-63;MICROEMPRESA;10/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;62400-000;CE;Camocim; - ;VL TATAJUBA, LISTA;;(85)9818-7700;danielafernandaayres2@gmail.com;danielafernandaayres2@gmail.com; - ;10/07/2018 09:52:31;10/07/2020 09:52:31;30.162.538/0001-63;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual;Inglês;Brasileira
MARIA FABIANA E SILVA 09515447488;PISCINAS E LAZER BARRA GRANDE;30.212.459/0001-10;MICROEMPRESA;16/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;57955-000;AL;Maragogi; - ;Rua do Lemos, 950;;(82)8220-2588;reservas@lazerbarragrande.com.br;reservas@lazerbarragrande.com.br;http://www.lazerbarragrande.com.br;18/04/2018 09:39:09;18/04/2020 09:39:09;30.212.459/0001-10;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Cozinha regional
CIDINEIA FELIX RIBEIRO 31279342897;RESTAURANTE NOVO HORIZONTE;30.216.498/0001-95;MICROEMPRESA;17/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;39645-000;MG;Jenipapo de Minas; - ;R DO CRUZEIRO, 210, LAGOINHA, JENIPAPO DE MINAS ;;(33)9889-7834;exatajenipapo@outlook.com;exatajenipapo@outlook.com; - ;11/07/2018 15:32:21;11/07/2020 15:32:21;30.216.498/0001-95;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira
DEIVID CAMARGO DA SILVA 01935971018;TREVO SORVETERIA E DOCERIA;30.253.519/0001-42;MICROEMPRESA;19/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;95290-000;RS;Bom Jesus; - ;Luiz Inacio Dutra 392;sala comercial;(54)9992-1697;trevoturismo@outlook.com;trevoturismo@outlook.com; - ;28/05/2018 10:43:53;28/05/2020 10:43:53;30.253.519/0001-42;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário Individual;Português;Brasileira
HERMES DE OLIVEIRA;O RECANTO DE MINAS RESTAURANTE;30.269.873/0001-65;MICROEMPRESA;23/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;37640-000;MG;Extrema; - ;Rodovia Fernao dias km 929;;(35)3435-2335;HERMESOLIVEIRA@GMAIL.COM;HERMESOLIVEIRA@GMAIL.COM;http://www.recantodeminasrestaurante.com.br/;25/06/2018 14:17:40;25/06/2020 14:17:40;30.269.873/0001-65;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
MARIA ANUNCIADA DA SILVA MOTA 92314228472;QUIOSQUE DAS CEARENSES;30.270.022/0001-32;MICROEMPRESA;23/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;49820-000;SE;Canindé de São Francisco; - ;Rod. Prainha Beira Rio;Quiosque 06 - Orla;(82)8146-5644;maria.anuciada10.br@gmail.com;maria.anuciada10.br@gmail.com; - ;28/05/2018 09:52:58;28/05/2020 09:52:58;30.270.022/0001-32;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário Individual; - ;Brasileira
ECO ACAI LTDA;ECO ACAI;30.273.464/0001-32;MICROEMPRESA;23/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;65590-000;MA;Barreirinhas; - ;AL DO ZE DINIZ Nº 2-80, CENTRO;;(98)9228-8890;JOAOCARLOSCCARVALHO@GMAIL.COM;JOAOCARLOSCCARVALHO@GMAIL.COM; - ;20/06/2018 14:13:04;20/06/2020 14:13:04;30.273.464/0001-32;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Similar;Sociedade Empresária Limitada; - ;Brasileira
JOSUE EVANGELISTA 29604892843;PIZZARIA DA HORA;30.273.905/0001-04;MICROEMPRESA;23/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;39650-000;MG;Minas Novas; - ;AV DELFIM MOREIRA, 220, CENTRO, MINAS NOVAS ;;(33)3764-1155;josue.evangelista@hotmail.com;josue.evangelista@hotmail.com; - ;12/07/2018 08:41:41;12/07/2020 08:41:41;30.273.905/0001-04;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira
JEFERSON RICARDO STEUCK 06392371931;RECANTO GRUNENBERG;30.281.376/0001-82;MICROEMPRESA;24/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;89124-000;SC;Benedito Novo; - ;Rua Ribeirão Prochnow;Perto a serraria Richard Klitzke;(47)3385-1436;recantogruenenberg@gmail.com;recantogruenenberg@gmail.com;https://recantogruenenberg.wixsite.com/recantogruenenberg;25/04/2018 14:09:55;25/04/2020 14:09:55;30.281.376/0001-82;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual;Alemão;Alemã|Brasileira
THALES AYRTON ALCANTARA BRUNO 04686744547;CASARAO 22 PETISCARIA;30.301.686/0001-11;MICROEMPRESA;25/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;46960-000;BA;Lençóis; - ;Rua 10 de Novembro;casa,22;(75)9970-3714;thales.gabinete@gmail.com;thales.gabinete@gmail.com; - ;06/06/2018 14:27:53;06/06/2020 14:27:53;30.301.686/0001-11;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário Individual; - ;Brasileira
MARIA JOANA PINTO 16274922830;JAPA DIMY DIMY CLIMBING II;30.322.717/0001-10;MICROEMPRESA;27/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;12490-000;SP;São Bento do Sapucaí; - ;RUA MAJOR MIGUEL CHIARADIA, 173;SALA 1;(12)3971-2215;denis513@hotmail.com;denis513@hotmail.com; - ;31/07/2018 12:20:42;31/07/2020 12:20:42;30.322.717/0001-10;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual;Português;Japonesa
CAFETERIA BRASILIA LTDA;JACKET CAFE;30.417.768/0001-26;MICROEMPRESA;10/05/2018;Em Implantação;Restaurante, Cafeteria, Bar e Similares;70345-530;DF;Brasília;Asa Sul;CLS 106 Bloco C;loja 15;(61)9815-9875;talitaborges@gmail.com;jacketcafes@gmail.com; - ;27/09/2018 10:35:38;27/09/2020 10:35:38;30.417.768/0001-26;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Cafeteria;Sociedade Empresária Limitada;Inglês|Espanhol;Americana|Brasileira
J. LOPES - RESTAURANTE;Poderoso Restaurante;30.446.526/0001-60;MICROEMPRESA;14/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;84500-000;PR;Irati; - ;Rua 15 de julho, nº180;Anexo ao Supermercado Gcenter;(41)9774-0927;julialopes42@hotmail.com;julialopes42@hotmail.com; - ;24/08/2018 16:06:23;24/08/2020 16:06:23;30.446.526/0001-60;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
G. BEVACE BRESSAN BRITO E CIA LTDA;LA FAVORITTA;30.461.577/0001-61;MICROEMPRESA;15/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;28890-251;RJ;Rio das Ostras;Cidade Beira Mar;Campomar; - ;(22)2764-1764;pizzarialafavoritta@outlook.com;pizzarialafavoritta@outlook.com; - ;13/09/2018 12:14:22;13/09/2020 12:14:22;30.461.577/0001-61;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Italiana
ROBERTO BAGGIO BATISTA DE SOUSA 16179764743;CLUB TURISMO R.B;30.484.446/0001-08;MICROEMPRESA;17/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;22451-470;RJ;Rio de Janeiro;Rocinha;Mesopotâmia do Bairro Barcelos; - ;(21)3148-2013;betinho_dr4@hotmail.com;betinho_dr4@hotmail.com; - ;24/05/2018 11:00:06;24/05/2020 11:00:06;30.484.446/0001-08;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário Individual; - ;Brasileira
JERI SUNSET EMPREENDIMENTOS TURISTICOS EIRELI;JERI SUNSET;30.496.684/0001-25;DEMAIS;18/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;62598-000;CE;Jijoca de Jericoacoara; - ;Rua da praia, sn;;(88)9969-0880;financeiro@clubventos.com;financeiro@clubventos.com;www.pontadapedra.com;11/06/2018 10:25:29;11/06/2020 10:25:29;30.496.684/0001-25;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Português|Inglês;Brasileira
J CAMPOS MARTINS;JOOB'S GOURMET PARK;30.514.171/0001-08;MICROEMPRESA;21/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;78600-000;MT;Barra do Garças; - ;Rua José Valeriano Costa;;(66)9207-3874;JOICECAMPOSMARTINS@GMAIL.COM;JOICECAMPOSMARTINS@GMAIL.COM; - ;15/08/2018 15:35:52;15/08/2020 15:35:52;30.514.171/0001-08;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Similar;Empresário (Individual);Inglês|Português;Cozinha regional|Brasileira
SIRLEY DE FATIMA COUPE DANTAS;RESTAURANTE DO HILTINHO;30.529.846/0001-84;MICROEMPRESA;18/03/1980;Em Operação;Restaurante, Cafeteria, Bar e Similares;23970-000;RJ;Paraty; - ;RUA MARECHAL DEODORO, 233 CENTRO HISTORICO; - ;(24)3371-1432;sirleyoupe@hotmail.com;sirleyoupe@hotmail.com; - ;03/07/2018 11:45:25;03/07/2020 11:45:25;30.529.846/0001-84;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
SANZIO HERTER RAMOS 91951984315;CASA NA AREIA;30.538.499/0001-56;MICROEMPRESA;23/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;65580-000;MA;Tutóia; - ;Rua São José;;(98)9878-4635;sanzioherter@hotmail.com;sanzioherter@hotmail.com; - ;13/07/2018 14:06:41;13/07/2020 14:06:41;30.538.499/0001-56;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário Individual; - ;Brasileira|Cozinha regional
SILVANA PEREIRA DA COSTA ALECRIM 37071097801;LANCHONETE PASTELARIA SUAVE SABOR;30.544.096/0001-10;MICROEMPRESA;24/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;39690-000;MG;Malacacheta; - ;Praça Fortunato Mendes, 55- Centro, Malacacheta;;(33)9915-3578;silvana.nico@yahoo.com.br;silvana.nico@yahoo.com.br; - ;11/07/2018 15:33:23;11/07/2020 15:33:23;30.544.096/0001-10;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Restaurante;Empresário Individual; - ;Brasileira
MAR-WIZ LANCHONETE LTDA;LANCHONETE CALIFORNIA;30.548.366/0001-60;EMPRESA DE PEQUENO PORTE;19/07/1973;Em Operação;Restaurante, Cafeteria, Bar e Similares;28610-175;RJ;Nova Friburgo;Centro;Presidente Getúlio Vargas;107;(22)2523-4747;pizzariacalifornianf@hotmail.com;pizzariacalifornianf@hotmail.com; - ;12/04/2018 11:52:28;12/04/2020 11:52:28;30.548.366/0001-60;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Sociedade Empresária Limitada; - ;Italiana
JESSICA CAMILA HOSTINS CEZAR 07772993994;ENGENHO DO NONO;30.558.478/0001-00;MICROEMPRESA;25/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;89119-899;SC;Gaspar;Área Rural de Gaspar;Rural; - ;(47)2402-0904;leco@fachinicontabilidade.com.br;Engenhonono@yahoo.com.br; - ;26/09/2018 14:48:45;26/09/2020 14:48:45;30.558.478/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira
BRUNO LEONARDO SPENASSATTO;JAJIGO RESTAURANTE PRAIA BAR;30.565.686/0001-29;MICROEMPRESA;28/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;23970-000;RJ;Paraty; - ;rua pastor izonil, 65 trindade;;(21)2222-2222;brunospenassatto@hotmail.com;brunospenassatto@hotmail.com; - ;03/07/2018 11:10:50;03/07/2020 11:10:50;30.565.686/0001-29;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Inglês;Brasileira|Cozinha regional
RESTAURANTE DO PAPAI EIRELI;RESTAURANTE DO PAPAI;30.633.142/0001-57;MICROEMPRESA;06/06/2018;Em Implantação;Restaurante, Cafeteria, Bar e Similares;79910-000;MS;Antônio João; - ;;;(67)9968-3370;JOAOCARLOSPENZORAMOS@GMAIL.COM;JOAOCARLOSPENZORAMOS@GMAIL.COM; - ;30/08/2018 09:06:34;30/08/2020 09:06:34;30.633.142/0001-57;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Brasileira
ART & SABOR PADARIA, CONFEITARIA E RESTAURANTE EIRELI;ART & SABOR PADARIA, CONFEITARIA E RESTAURANTE EIRELI;30.648.736/0001-31;MICROEMPRESA;07/06/2018;Em Implantação;Restaurante, Cafeteria, Bar e Similares;29370-000;ES;Conceição do Castelo; - ;AVENIDA JOSÉ GRILO, 559 LOJA;LOJA 002;(28)3547-2297;sonia.cassandri@hotmail.com;sonia.cassandri@hotmail.com; - ;08/06/2018 15:54:50;08/06/2020 15:54:50;30.648.736/0001-31;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Brasileira|Cozinha regional
THIAGO BRUM PINHEIRO 05303335704;FATTO A MANO;30.682.865/0001-46;MICROEMPRESA;12/06/2018;Em Implantação;Restaurante, Cafeteria, Bar e Similares;29375-000;ES;Venda Nova do Imigrante; - ;;;(28)9935-4274;DR.THIAGOPINHEIRO@GMAIL.COM;DR.THIAGOPINHEIRO@GMAIL.COM; - ;21/08/2018 11:08:01;21/08/2020 11:08:01;30.682.865/0001-46;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Bar;Empresário Individual;Português;Brasileira
ERINALDO LOPES DA SILVA 04303732362;CHURRASCARIA RECANTO BRASILEIRO;30.737.726/0001-72;MICROEMPRESA;19/06/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;63475-000;CE;Jaguaribe; - ;Rua Luiz Pinto, 2428 - Nova Brasilia;;(88)9647-3611;recantojbe@gmail.com;recantojbe@gmail.com; - ;05/07/2018 18:39:23;05/07/2020 18:39:23;30.737.726/0001-72;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira|Cozinha regional
GILMAR RODRIGUES MACHADO 10512524823;MILHO CAFE;30.773.018/0001-97;MICROEMPRESA;25/06/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;19274-000;SP;Primavera; - ;Av. dos Barrageiros, 626A;Qd. 87B;(18)3284-1720;milhoscafe@gmail.com;milhoscafe@gmail.com; - ;04/07/2018 12:53:11;04/07/2020 12:53:11;30.773.018/0001-97;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Cafeteria;Empresário Individual;Português;Cozinha regional
FAE & FONTES INDUSTRIA E COMERCIO DE BEBIDAS LTDA;CERVEJARIA RUSTICA;30.778.562/0001-21;MICROEMPRESA;25/06/2018;Em Implantação;Restaurante, Cafeteria, Bar e Similares;29370-000;ES;Conceição do Castelo; - ;;;(28)9993-1314;RUSTICACERVEJARIA@GMAIL.COM;RUSTICACERVEJARIA@GMAIL.COM; - ;05/07/2018 14:27:07;05/07/2020 14:27:07;30.778.562/0001-21;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Bar;Sociedade Empresária Limitada; - ;Cozinha regional
CERVEJARIA MESTRA LTDA;Cervejaria Mestra;30.784.234/0001-38;EMPRESA DE PEQUENO PORTE;25/06/2018;Em Implantação;Restaurante, Cafeteria, Bar e Similares;29161-270;ES;Serra;Jacuhy;Mara Regina Paludo;Comercial 2, Lote 1, Quadra 13;(27)3223-1198;GUSTAVOBATISTACAD@GMAIL.COM;GUSTAVOBATISTACAD@GMAIL.COM; - ;07/08/2018 12:22:56;07/08/2020 12:22:56;30.784.234/0001-38;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Bar;Sociedade Empresária Limitada; - ;Cozinha regional
MARIA APARECIDA BEZERRA SILVA 87529548549;BAR E RESTAURANTE DO ARNALDO;30.785.258/0001-01;MICROEMPRESA;26/06/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;49820-000;SE;Canindé de São Francisco; - ;Rod. Prainha Beira Rio Quiosque 3;Orla Salomão Porfírio de Britto;(79)9949-2027;aparecidabsilva1974@gmail.com;aparecidabsilva1974@gmail.com; - ;02/07/2018 17:17:16;02/07/2020 17:17:16;30.785.258/0001-01;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário Individual; - ;Brasileira|Cozinha regional
CASSOL QUIOSQUE ALIMENTOS LTDA;BUBBLES CONTAINER;30.792.901/0001-24;EMPRESA DE PEQUENO PORTE;26/06/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;89820-000;SC;Xanxerê; - ;285;Anexo ao estacionamento;(49)9995-4041;bubblescontainer@gmail.com;bubblescontainer@gmail.com; - ;29/08/2018 16:47:41;29/08/2020 16:47:41;30.792.901/0001-24;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Sociedade Empresária Limitada; - ;Chinesa
CABANA SEGUNDO SOL BAR E RESTAURANTE LTDA;CABANA SEGUNDO SOL;30.800.766/0001-11;MICROEMPRESA;27/06/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;45807-000;BA;Santa Cruz Cabrália; - ;praia de coroa vermelha s/n;;(73)8843-5016;GERSONJUNIOR@TOPMAISTURISMO.COM.BR;GERSONJUNIOR@TOPMAISTURISMO.COM.BR; - ;28/09/2018 14:40:45;28/09/2020 14:40:45;30.800.766/0001-11;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional|Brasileira|Portuguesa
BRUNO VENICIO DE MELO 35396485850;Niichan Temakeria e Sushi;30.809.171/0001-27;MICROEMPRESA;28/06/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;13710-000;SP;Tambaú; - ;Avenida Garces, 121;;(19)3673-1160;reinaldodemiranda@uol.com.br;reinaldodemiranda@uol.com.br; - ;14/08/2018 12:02:00;14/08/2020 12:02:00;30.809.171/0001-27;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Japonesa
EDSON BARBOSA COUTO 08328497824;O BECO DOS ESPETINHOS;30.820.447/0001-78;MICROEMPRESA;29/06/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;37640-000;MG;Extrema; - ;Rua . Governador Valadares 234 A;;(35)9881-6377;edsonkito@yahoo.com.br;edsonkito@yahoo.com.br; - ;29/06/2018 15:48:58;29/06/2020 15:48:58;30.820.447/0001-78;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Similar;Empresário Individual; - ;Brasileira
LANCHONETE E MERCEARIA VISTA SOBERBA LTDA;LANCHONETE E MERCEARIA VISTA SOBERBA LTDA ME;30.830.475/0001-76;EMPRESA DE PEQUENO PORTE;07/05/1986;Em Operação;Restaurante, Cafeteria, Bar e Similares;25940-000;RJ;Guapimirim; - ;Sem Logradouro; - ;(21)4062-7216;paraisocafe1@hotmail.com;paraisocafe1@hotmail.com; - ;23/05/2017 16:27:03;23/05/2019 00:00:00;30.830.475/0001-76;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Sociedade Empresária Limitada; - ;Brasileira
MARCIO DE OLIVEIRA MENDES 08126768746;VILA MAGICA TEMAKERIA;30.843.546/0001-75;MICROEMPRESA;03/07/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;29960-000;ES;Conceição da Barra; - ;Itaunas;Rua Demerval leite da Silva;(27)3227-7566;marciomendskk@hotmail.com;marciomendskk@hotmail.com; - ;05/09/2018 09:35:42;05/09/2020 09:35:42;30.843.546/0001-75;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual;Português;Brasileira|Japonesa|Mexicana
TEXAS BRIT EIRELI;TEXAS BRIT;30.843.938/0001-34;MICROEMPRESA;03/07/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;76280-000;GO;Britânia; - ;AVENIDA DESEMBARGADOR HAMILTON VELASCO Q. 55 LT. 10 CENTRO;SAÍDA PARA ARUANÃ;(62)8492-9768;joao-b30@hotmail.com;joao-b30@hotmail.com; - ;19/09/2018 15:17:00;19/09/2020 15:17:00;30.843.938/0001-34;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Brasileira
REGIS DA SILVA TORRES 03586492502;CASA DO JOAO;30.844.127/0001-58;MICROEMPRESA;03/07/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;47450-000;BA;Gentio do Ouro; - ;RUA 31 DE MARÇO 244;CENTRO;(74)3637-2134;registorressilva@gmail.com;registorressilva@gmail.com; - ;11/07/2018 14:07:32;11/07/2020 14:07:32;30.844.127/0001-58;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Similar;Empresário Individual; - ;Cozinha regional
HALYSON WIVER PINHEIRO UCHOA DE QUEIROZ 00774431369;BETS LANCHES;30.852.454/0001-51;MICROEMPRESA;04/07/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;63475-000;CE;Jaguaribe; - ;KATIA MARIA DE FARIAS CAMPELO, 197;;(88)9932-6414;HALYSONWIVERMIB@GMAIL.COM;HALYSONWIVERMIB@GMAIL.COM; - ;05/07/2018 18:33:09;05/07/2020 18:33:09;30.852.454/0001-51;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Similar;Empresário Individual; - ;Brasileira|Cozinha regional
ROSIMEIRE DE AMORIM CALIXTO 60897186370;BAR E LANCHONETE ESTRELA;30.923.741/0001-05;MICROEMPRESA;13/07/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;63475-000;CE;Jaguaribe; - ;Avenida Almir Tavora, 114 - Centro;Terreo;(88)9870-6841;estrela.jbe@gmail.com;estrela.jbe@gmail.com; - ;17/07/2018 09:52:03;17/07/2020 09:52:03;30.923.741/0001-05;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Bar;Empresário Individual; - ;Brasileira
EDGAR DOS SANTOS 12521750867;O SEGREDO DO SABOR;30.937.789/0001-72;MICROEMPRESA;16/07/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;37640-000;MG;Extrema; - ;Rua Governador Valadares 314;centro;(59)9884-5445;edgarsanfamily@gmail.com;edgarsanfamily@gmail.com; - ;28/09/2018 14:41:50;28/09/2020 14:41:50;30.937.789/0001-72;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário Individual;Português;Brasileira
G L CHARCUTARIA EIRELI;LELIS CHARCUTARIA;30.939.501/0001-07;MICROEMPRESA;16/07/2018;Em Implantação;Restaurante, Cafeteria, Bar e Similares;78040-365;MT;Cuiabá;Santa Rosa;Miguel Sutil N° 9300;Box 8 Shopping Estação Cuiabá;(65)9841-0004;gabrielgps.santos@hotmail.com;gabrielgps.santos@hotmail.com; - ;17/08/2018 17:55:44;17/08/2020 17:55:44;30.939.501/0001-07;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Bar;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Brasileira
VANUZIA MARIA DE SA BEZERRA 50269534334;CANTINHO DAS DELICIAS;30.983.438/0001-06;MICROEMPRESA;20/07/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;63475-000;CE;Jaguaribe; - ;Rua Odilon Pinheiro, 86 - Boa Esperança;Terreo;(85)9614-1945;cantinho.delicias18@gmail.com;cantinho.delicias18@gmail.com; - ;23/07/2018 13:35:49;23/07/2020 13:35:49;30.983.438/0001-06;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Brasileira|Cozinha regional
