Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Estrutura Básica;Tipo de Atividade;Natureza Jurídica;Línguas;Capacidade de Lugares
LUIS PHILIPE OLIVEIRA SILVA EIRELI;VIA PIZZA II;27.706.739/0001-70;MICROEMPRESA;11/05/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;39390-000;MG;Bocaiúva; - ;Sem Logradouro; - ;(38)3251-9656;junior.araujo@contcel.com.br;junior.araujo@contcel.com.br; - ;06/12/2017 08:22:21;27.706.739/0001-70;5611-2/01 - RESTAURANTES E SIMILARES; - ;Bar;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
GORUTUBA EMPREENDIMENTOS SERVICOS E COMERCIO EIRELI;GORUTUBA PARK HOTEL;27.751.539/0001-39;MICROEMPRESA;17/05/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;39440-000;MG;Janaúba; - ;RUA AMERICO SOARES 851;;(38)3821-2324;hotelgorutuba@gmail.com;hotelgorutuba@gmail.com;www.gorutubaparkhotel.com.br;21/06/2018 07:50:31;27.751.539/0001-39;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
MARIA VANUZA CAMPELO MAIA 83756604268;BAR DA VANUZA;27.772.498/0001-67;MICROEMPRESA;19/05/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;68485-000;PA;Pacajá; - ;Rua maranhense;;(91)9236-9973;vanuzamaia123@hotmail.com;vanuzamaia123@hotmail.com; - ;18/04/2018 10:19:52;27.772.498/0001-67;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ;Bar;Empresário (Individual); - ; - 
CHOPERIA SERRA CARIOCA LTDA;Choperia Serra Carioca;27.775.548/0001-60;MICROEMPRESA;19/05/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;28605-130;RJ;Nova Friburgo;Centro;Euterpe Friburguense;46;(22)7401-5013;MWERMWLINGER@MAR.COM.BR;choperiaserracarioca@gmail.com;@choperiaserracarioca;12/04/2018 11:41:48;27.775.548/0001-60;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
JOSE ROMILDO DEMEDES SILVA 99827751549;QUIOSQUE ROSA LINDA;27.798.482/0001-23;MICROEMPRESA;23/05/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;49820-000;SE;Canindé de São Francisco; - ;Rod Beira Rio;Quiosque 05 - Orla;(79)9906-3522;vitoriaraisa154@gmail.com;vitoriaraisa154@gmail.com; - ;28/05/2018 09:45:25;27.798.482/0001-23;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Empresário (Individual); - ; - 
MILENA DE FREITAS MIRANDA 45484406404;LITORAL SUL;27.836.075/0001-63;MICROEMPRESA;29/05/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;58322-000;PB;Conde; - ;ILZA RIBEIRO;s/n;(83)8889-6283;MILENAFMIRANDA346@GMAIL.COM;MILENAFMIRANDA346@GMAIL.COM; - ;26/06/2018 13:09:06;27.836.075/0001-63;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário Individual; - ; - 
RAISSA BARRETO DE SOUZA 10593534743;RESTAURANTE FLOR DO BAIRRO;27.843.714/0001-18;MICROEMPRESA;29/05/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;28735-000;RJ;Quissamã; - ;Rua Francisco Manhães da Boa Morte Nº 590;;(22)9996-8427;raissabarretoadm@gmail.com;raissabarretoadm@gmail.com; - ;21/05/2018 14:53:10;27.843.714/0001-18;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário Individual; - ; - 
TALES COUTINHO JANUARIO 15814908602;CHALE BELA VISTA;27.875.537/0001-51;MICROEMPRESA;01/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;37578-000;MG;Bueno Brandão; - ;Sítio São José - Bairro Lavapés;;(35)3463-1636;chalesbelavistamg@gmail.com;chalesbelavistamg@gmail.com; - ;19/04/2018 07:56:10;27.875.537/0001-51;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário Individual; - ; - 
M B ACAI ALIMENTOS LTDA - ME;FAST ACAI;27.893.400/0001-20;MICROEMPRESA;05/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;76550-000;GO;Porangatu; - ;Sem Logradouro; - ;(62)3339-6658;st-acecomh@ghotmail.com;st-acecomh@ghotmail.com; - ;14/06/2017 14:25:01;27.893.400/0001-20;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Sociedade Empresária Limitada; - ; - 
AMANDA OLIVEIRA DE MIRANDA 05397668524;AMANDA TRANSPORTE;27.899.480/0001-20;MICROEMPRESA;05/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;40760-760;BA;Salvador;Coutos;Setúbal; - ;(71)9824-9768;ama_nda13@hotmail.com;ama_nda13@hotmail.com; - ;22/02/2018 17:27:56;27.899.480/0001-20;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
RENATA APARECIDA SIQUEIRA - ME;NOVA CALDAS;27.919.568/0001-67;MICROEMPRESA;07/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Sem Logradouro; - ;(64)3453-5392;renatamoco10@gmail.com;renatamoco10@gmail.com; - ;07/07/2017 12:51:20;27.919.568/0001-67;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Empresário (Individual); - ; - 
LAURENT JACQUES SERGE CALVET DUTRA 86254958503;VITAMINA HOSTEL;27.921.645/0001-13;MICROEMPRESA;07/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;62690-000;CE;Trairi; - ;Sem Logradouro; - ;(85)9996-0711;vitaminahostel@gmail.com;vitaminahostel@gmail.com; - ;18/09/2017 09:58:31;27.921.645/0001-13;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ; - ;Empresário Individual;| Espanhol | Francês | Inglês; - 
LA SERENITA TORTAS E DOCES EIRELI;LA SERENITA TORTAS & DOCES;27.942.319/0001-92;MICROEMPRESA;11/06/2017;Em Implantação;Restaurante, Cafeteria, Bar e Similares;78043-138;MT;Cuiabá;Jardim Cuiabá;das Papoulas; - ;(65)3626-6599;annelise.carrijo@gmail.com;annelise.carrijo@gmail.com; - ;20/04/2018 14:14:10;27.942.319/0001-92;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Cafeteria;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
GISLENE GARCIA BARROSO;HOTEL ARARAS;27.949.313/0001-47;MICROEMPRESA;12/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;78420-000;MT;Arenápolis; - ;Av. Papa Paulo VI, S/N°;Vila Nova;(65)3343-2461;rinaldoferrari_center@hotmail.com;rinaldoferrari_center@hotmail.com; - ;18/06/2018 16:27:10;27.949.313/0001-47;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário Individual; - ; - 
IRAMAR FOREQUE;POUSADA E PAMONHARIA DA ROÇA;27.998.228/0001-79;EMPRESA DE PEQUENO PORTE;05/07/1983;Em Operação;Restaurante, Cafeteria, Bar e Similares;29196-010;ES;Aracruz;Jacupemba;Governador Mário Covas; - ;(27)3275-1361;pamonhariadaroca@yahoo.com.br;pamonhariadaroca@yahoo.com.br; - ;17/03/2017 17:48:17;27.998.228/0001-79;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
SOLANGE SIMONI NUNES 72584092034;RECANTO DO NONNO;28.021.857/0001-07;MICROEMPRESA;22/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;95972-000;RS;Vespasiano Correa; - ;Sem Logradouro; - ;(51)3755-8027;bastianicontabilidade@gmail.com;bastianicontabilidade@gmail.com; - ;13/04/2018 16:29:30;28.021.857/0001-07;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Empresário Individual; - ; - 
THOMAS BARBOSA SANDER;TARRASQUE BURGUER;28.024.754/0001-09;MICROEMPRESA;23/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;39860-000;MG;Nanuque; - ;Avenida Santos Dumont 304;;(33)3621-6672;TABERNADOTARRASQUE@GMAIL.COM;TABERNADOTARRASQUE@GMAIL.COM; - ;09/05/2018 14:47:38;28.024.754/0001-09;5611-2/01 - RESTAURANTES E SIMILARES; - ;Bar;Empresário Individual; - ; - 
FERREIRA & ARAGAO LTDA - ME;TARE ORIENTAL FOOD;28.039.702/0001-06;MICROEMPRESA;27/06/2017;Em Implantação;Restaurante, Cafeteria, Bar e Similares;79750-000;MS;Nova Andradina; - ; - ; - ;(67)9980-0890;guilherme_moreno123@hotmail.com;guilherme_moreno123@hotmail.com; - ;21/07/2017 11:45:03;28.039.702/0001-06;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Sociedade Empresária Limitada; - ; - 
OX STEAK HOUSE LTDA - ME;OX STEAK HOUSE;28.040.847/0001-19;MICROEMPRESA;27/06/2017;Em Implantação;Restaurante, Cafeteria, Bar e Similares;79826-050;MS;Dourados;Vila Planalto;Hayel Bon Faker; - ;(67)9997-0500;mauricio@ellitems.com.br;mauricio@ellitems.com.br; - ;10/07/2017 12:29:11;28.040.847/0001-19;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Sociedade Empresária Limitada; - ; - 
DIMILSON RODRIGUES DE LIMA - ME;BAR DA PATRICINHA;28.068.960/0001-02;MICROEMPRESA;29/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;76600-000;GO;Goiás; - ;Sem Logradouro; - ;(62)3371-2107;aerph032017@gmail.com;aerph032017@gmail.com; - ;11/12/2017 16:21:35;28.068.960/0001-02;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - ;Empresário Individual; - ; - 
VALENTE COMERCIO DE ALIMENTOS LTDA - ME;VIVA LA QUICHE!;28.108.423/0001-49;MICROEMPRESA;05/07/2017;Em Implantação;Restaurante, Cafeteria, Bar e Similares;70256-540;DF;Brasília;Asa Sul;CLS 407 Bloco D; - ;(61)3443-6331;admin@vivalaquiche.com.br;admin@vivalaquiche.com.br; - ;11/09/2017 16:39:33;28.108.423/0001-49;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - ;Sociedade Empresária Limitada; - ; - 
BRA GASTRONOMIA LTDA;BRA GASTRONOMIA;28.133.807/0001-11;MICROEMPRESA;07/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;25940-000;RJ;Guapimirim; - ;Sem Logradouro; - ;(21)2632-6011;bragagastronomia@hotmail.com;bragagastronomia@hotmail.com; - ;07/02/2018 11:40:23;28.133.807/0001-11;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
PINTER & PINTER PIZZARIA LTDA;CASARÃO DO JORDÃO;28.141.357/0001-09;MICROEMPRESA;10/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;88860-000;SC;Siderópolis; - ;Sem Logradouro; - ;(48)9991-9203;cris-dido@hotmail.com;cris-dido@hotmail.com; - ;04/12/2017 16:12:42;28.141.357/0001-09;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
HIDEKI KUMADA SORVETERIA EIRELI - ME;CLAERRO SORVETES;28.165.456/0001-20;MICROEMPRESA;12/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;75503-480;GO;Itumbiara;Centro;Beira Rio; - ;(64)3453-4340;telma_recom@hotmail.com;telma_recom@hotmail.com; - ;25/10/2017 11:26:21;28.165.456/0001-20;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
LINDALVA BARBOSA DE SOUZA;RESTAURANTE E PEIXARIA VALE DO XINGU;28.174.026/0001-75;MICROEMPRESA;13/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;68371-040;PA;Altamira;Centro;João Pessoa;- de 1015/1016 a 1747/1748;(93)9167-7878;restaurante@hotelvaledoxingu.com;restaurante@hotelvaledoxingu.com;www.hotelvaledoxingu.com;11/06/2018 11:46:53;28.174.026/0001-75;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual);| Inglês | Português; - 
B R SARDINHA - EPP;ROTEIRO SUMMER BEACH (MOREA);28.191.566/0001-67;EMPRESA DE PEQUENO PORTE;15/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;57246-000;AL;Roteiro; - ;Sem Logradouro; - ;(82)9982-0889;bruno.clim@hotmail.com;bruno.clim@hotmail.com; - ;23/08/2017 10:32:25;28.191.566/0001-67;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
GILMAR RODRIGUES DOS SANTOS;TELE MIL;28.212.549/0001-69;MICROEMPRESA;18/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;39830-000;MG;Itambacuri; - ; Avenida Farmaceutico Joviano, 360 Centro;;(33)3511-1262;MGCAMPOS@EMITEL.COM.BR;MGCAMPOS@EMITEL.COM.BR; - ;04/06/2018 09:52:58;28.212.549/0001-69;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
PAIOL RESTAURANTE LTDA;PAIOL RESTAURANTES E EVENTOS;28.229.934/0001-19;MICROEMPRESA;20/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;89580-000;SC;Fraiburgo; - ;Sem Logradouro; - ;(49)8822-0666;zeroonzedesign@outlook.com;zeroonzedesign@outlook.com; - ;09/11/2017 15:34:06;28.229.934/0001-19;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
JOZUEL DA ROCHA VANDERLEI 05923987490;PIZZA LANCHE;28.247.569/0001-75;MICROEMPRESA;24/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;57955-000;AL;Maragogi; - ;Rua do Lemos, 210;BarraGrande;(82)8864-0727;pizzalanchesmaragogi@gmail.com;pizzalanchesmaragogi@gmail.com;http://www.pizzalanchesmaragogi.com.br;07/05/2018 10:22:24;28.247.569/0001-75;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Empresário Individual; - ; - 
IHURY GOMES DE OLIVEIRA SOUZA 07605476108;TÔ EM CASA GOURMET;28.269.324/0001-49;MICROEMPRESA;26/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;74968-125;GO;Aparecida de Goiânia;Jardim Ipiranga;Caraí; - ;(62)9120-5633;ihury-2013@hotmail.com;ihury-2013@hotmail.com; - ;21/08/2017 15:28:30;28.269.324/0001-49;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ; - ;Empresário Individual; - ; - 
VANESSA VALENTE FARIAS 99118432204;ESPAÇO PARAENSE;28.287.152/0001-36;MICROEMPRESA;28/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;68270-000;PA;Oriximiná; - ;Sem Logradouro; - ;(93)9911-3219;concy_58@yahoo.com.br;concy_58@yahoo.com.br; - ;14/09/2017 16:42:15;28.287.152/0001-36;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
MARIA DE NAZARE ROCHA DA SILVA 41317840330;BAR E LANCHONETE JP;28.298.377/0001-98;MICROEMPRESA;31/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;65990-000;MA;Riachão; - ;Sem Logradouro; - ;(99)9883-3537;com-estilo@hotmail.com;com-estilo@hotmail.com; - ;14/08/2017 17:38:36;28.298.377/0001-98;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ; - ;Empresário Individual; - ; - 
J L COMERCIO DE ALIMENTOS LTDA - ME;GIRAFFAS;28.307.885/0001-95;MICROEMPRESA;01/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;74672-410;GO;Goiânia;Aeroporto Internacional Santa Genoveva;Capitão Frazão; - ;(62)3089-0095;plenuscontabil@yahoo.com.br;plenuscontabil@yahoo.com.br; - ;04/12/2017 14:44:09;28.307.885/0001-95;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
RESTAURANTE E CHURRASCARIA CARRETAO EIRELI - ME;RESTAURANTE E CHURRASCARIA CARRETÃO EIRELI - ME;28.320.241/0001-37;MICROEMPRESA;02/08/2017;Em Implantação;Restaurante, Cafeteria, Bar e Similares;79760-000;MS;Batayporã; - ; - ; - ;(67)9962-8187;rosivaldo.hof@hotmail.com;rosivaldo.hof@hotmail.com; - ;01/12/2017 11:25:12;28.320.241/0001-37;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
MARIA DE FATIMA DOCERIA CAFE EIRELI - ME;MARIA DE FATIMA DOCERIA CAFÉ;28.329.588/0001-40;MICROEMPRESA;02/08/2017;Em Implantação;Restaurante, Cafeteria, Bar e Similares;71919-540;DF;Brasília;Norte (Águas Claras);Copaíba; - ;(61)9848-7321;admin@mfcakedesigner.com;admin@mfcakedesigner.com; - ;27/10/2017 17:54:04;28.329.588/0001-40;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);| Espanhol; - 
FLAVIA MARCIA FERNANDES DUARTE - EPP;TRUTE GASTRONOMIA;28.355.131/0001-00;EMPRESA DE PEQUENO PORTE;07/08/2017;Em Implantação;Restaurante, Cafeteria, Bar e Similares;79002-221;MS;Campo Grande;Centro;Antônio Maria Coelho; - ;(67)9998-6906;flavia.fernandes.duarte@hotmail.com;flavia.fernandes.duarte@hotmail.com; - ;04/09/2017 12:23:47;28.355.131/0001-00;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário (Individual); - ; - 
UNA BIRRA PER FAVORE EMPORIO DE CERVEJAS ESPECIAIS LTDA;UNA BIRRA PER FAVORE EMPORIO DE CERVEJAS ESPECIAIS LTDA;28.360.415/0001-95;MICROEMPRESA;07/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;88845-000;SC;Cocal do Sul; - ;Sem Logradouro; - ;(48)9847-6585;tiagorosso@hotmail.com;tiagorosso@hotmail.com; - ;13/09/2017 15:02:27;28.360.415/0001-95;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ;Bar;Sociedade Empresária Limitada;| Alemão | Espanhol | Inglês | Italiano; - 
ELAINE CRISTINA CAMARGO DOS SANTOS 11855799740;KIOSK BOM SABOR;28.367.617/0001-69;MICROEMPRESA;08/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;39830-000;MG;Itambacuri; - ;PRAÇA CARLOS NICK,SN;KIOSKE;(33)9918-8987;josecarlos@emitel.com.br;josecarlos@emitel.com.br; - ;04/06/2018 09:54:46;28.367.617/0001-69;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Bar;Empresário Individual; - ; - 
EDSON OLIVEIRA DA ROSA 89694171091;RANCHO COSTEIRO;28.382.280/0001-69;MICROEMPRESA;09/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;98995-000;RS;Porto Xavier; - ;ESTRADA LINHA DO RIO  6954;LINHA DO RIO 6954;(55)9910-2320;contato@ranchocosteiropx.com.br;contato@ranchocosteiropx.com.br;www.ranchocosteiropx.com.br;15/05/2018 17:08:28;28.382.280/0001-69;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário Individual; - ; - 
ROSANE FATIMA GOLIN;PIZZARIA VITTORIA;28.390.969/0001-35;MICROEMPRESA;10/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;85750-000;PR;Planalto; - ;Sem Logradouro; - ;(46)3316-6977;rosane.golin@outlook.com;rosane.golin@outlook.com; - ;06/02/2018 14:15:59;28.390.969/0001-35;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
OTAVIANO VILELA LOPES 00748818170;DOCE GULA;28.409.733/0001-01;MICROEMPRESA;14/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;79440-000;MS;Jaraguari; - ;Sem Logradouro; - ;(67)9964-4395;otavianotavim@live.com;otavianotavim@live.com; - ;22/11/2017 12:33:19;28.409.733/0001-01;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
DIVUS ID ALIMENTACAO LTDA - ME;GIRAFFAS;28.413.971/0001-82;MICROEMPRESA;14/08/2017;Em Implantação;Restaurante, Cafeteria, Bar e Similares;70716-900;DF;Brasília;Asa Norte;Edifício Venâncio 3000; - ;(61)9860-7629;thiagosb22@globo.com;thiagosb22@globo.com; - ;05/09/2017 09:47:52;28.413.971/0001-82;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ; - ;Sociedade Empresária Limitada; - ; - 
MAIOLI E MAIOLI LTDA;PIZZARIA SURF;28.419.778/0001-59;EMPRESA DE PEQUENO PORTE;06/07/1984;Em Operação;Restaurante, Cafeteria, Bar e Similares;29175-491;ES;Serra;Parque Jacaraípe;João Pessoa;18;(27)3243-2394;pizzariasurf@yahoo.com.br;pizzariasurf@yahoo.com.br; - ;15/06/2018 09:33:05;28.419.778/0001-59;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês; - 
RONNY CARLOS ALBUQUERQUE DOS SANTOS;FORTALEZA HOTEL;28.421.330/0001-70;MICROEMPRESA;15/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;64000-080;PI;Teresina;Centro;Coelho Rodrigues, 1476 Centro ;Fortaleza Hotel;(86)3221-2984;FORTALEZAHOTEL@HOTMAIL.COM;FORTALEZAHOTEL@HOTMAIL.COM;https://www.facebook.com/novofortalezahotel/https://www.facebook.com/novofortalezahotel/;09/05/2018 15:41:02;28.421.330/0001-70;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Empresário (Individual); - ; - 
RESTAURANTE IRMAOS CAMINHONEIROS - MINEIRAO LTDA;MINEIRAO;28.423.565/0001-09;MICROEMPRESA;15/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;25850-000;RJ;Paraíba do Sul; - ;Rodovia Lucio Meira, 800;BR 393 KM 183;(24)9925-8874;restaurante_mineirao@outlook.com;restaurante_mineirao@outlook.com; - ;10/04/2018 16:20:46;28.423.565/0001-09;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
JUCELINO COELHO GOMES - ME;PIZZARIA VÓ GRACINHA;28.433.671/0001-65;MICROEMPRESA;16/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro; - ;(87)9964-1492;jucelinocg@gmail.com;jucelinocg@gmail.com; - ;19/09/2017 11:31:47;28.433.671/0001-65;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
DANIEL FREDERICO DE MARCO ARCIFA 01977506992;RESTAURANTE TEMPERO DO SUL;28.441.775/0001-11;MICROEMPRESA;17/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;12490-000;SP;São Bento do Sapucaí; - ;Sem Logradouro; - ;(48)9640-3122;dghordho@hotmail.com;dghordho@hotmail.com; - ;30/11/2017 15:44:54;28.441.775/0001-11;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual;| Inglês; - 
SVEN SURKEMPER;HANNOVER EMPORIO;28.454.001/0001-25;MICROEMPRESA;18/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;89107-000;SC;Pomerode; - ;Sem Logradouro; - ;(47)3306-6140;s.surkemper@gmail.com;s.surkemper@gmail.com;www.hannover-emporio.com.br;26/10/2017 17:07:58;28.454.001/0001-25;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Empresário (Individual);| Alemão | Inglês; - 
FRANCICLEY CASTRO SILVA 61338389220;BAR E RESTAURANTE AMIGOS DA PRAIA;28.463.757/0001-30;MICROEMPRESA;21/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;68143-000;PA;Belterra; - ;Sem Logradouro; - ;(93)9921-7182;belterra_3@hotmail.com;belterra_3@hotmail.com; - ;19/12/2017 13:55:07;28.463.757/0001-30;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
MARGARENE ELENI KLIPPEL E FILHO LTDA;VENTO DA COSTA BOTECO;28.474.685/0001-27;MICROEMPRESA;22/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;95480-000;RS;Cambará do Sul; - ;DONA URSULA N 926;;(54)3251-1343;ventodacostaboteco@gmail.com;ventodacostaboteco@gmail.com;https://www.facebook.com/VentodaCosta/;26/06/2018 16:23:28;28.474.685/0001-27;5611-2/01 - RESTAURANTES E SIMILARES; - ;Bar;Sociedade Empresária Limitada;| Inglês; - 
NILTON ANTONIO MARQUES 00819007838;AGROMONGES;28.475.583/0001-26;MICROEMPRESA;22/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;17360-000;SP;Torrinha; - ;rua angelo bortolai 338;centro;(14)3656-2154;pe_nilton@hotmail.com;pe_nilton@hotmail.com; - ;30/05/2018 08:14:23;28.475.583/0001-26;5611-2/01 - RESTAURANTES E SIMILARES; - ;Cafeteria;Empresário Individual; - ; - 
PADARIA E LANCHONETE SANTA ALICE LTDA;PADARIA SANTA MARIA;28.480.028/0001-92;EMPRESA DE PEQUENO PORTE;25/10/1984;Em Operação;Restaurante, Cafeteria, Bar e Similares;29645-000;ES;Santa Maria de Jetibá; - ;Sem Logradouro; - ;(27)3263-1652;padariasantamj@hotmail.com;padariasantamj@hotmail.com; - ;30/03/2017 17:18:54;28.480.028/0001-92;5611-2/01 - RESTAURANTES E SIMILARES; - ;Cafeteria;Sociedade Empresária Limitada; - ; - 
VANDINEI SCHMITT GASTRONOMIA E EVENTOS; TERRAL ;28.498.024/0001-31;MICROEMPRESA;24/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;89114-355;SC;Gaspar;Santa Terezinha;Artur Poffo; - ;(47)9997-3471;terral.sc@gmail.com;terral.sc@gmail.com; - ;24/10/2017 18:26:00;28.498.024/0001-31;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
